100	17657	4
100	13811	2
100	15619	3
100	14947	5
100	18950	1
100	13474	5
100	15851	4
100	15175	1
100	14262	1
100	12428	2
100	25077	3
100	28851	4
100	20334	2
100	35400	3
100	23547	3
100	27445	4
100	32837	3
100	35586	3
100	22841	3
100	36198	4
100	39415	2
100	48882	1
100	32252	4
100	43624	3
100	46415	3
100	30921	5
100	30829	4
100	26378	2
100	53778	2
100	46208	1
100	26418	3
100	20499	2
100	29970	3
100	22840	1
100	29265	1
100	32623	3
100	28184	3
100	26651	5
100	43823	2
100	26218	3
100	42896	2
100	17018	3
100	24602	1
100	41037	3
100	21224	2
100	32559	1
100	30551	3
100	25799	4
100	23544	3
100	21046	4
100	25538	3
100	40411	2
100	24433	1
100	28887	4
100	31546	2
100	41616	3
100	34249	7
100	43149	4
100	43084	4
100	30531	4
100	30006	1
100	45609	2
100	29515	2
100	28299	4
100	62956	6
100	35801	2
100	23790	2
100	23333	1
100	41936	1
100	25838	2
100	33039	1
100	34922	4
100	36943	3
100	25106	4
100	70304	2
100	39661	2
100	21573	1
100	28505	1
100	39374	4
100	41514	2
100	29899	2
100	29658	5
100	31454	6
100	30218	2
100	26856	4
100	24995	2
100	33490	2
100	18539	4
100	18752	2
100	30472	3
100	38801	4
100	36865	2
100	39615	3
100	50756	2
100	24230	2
100	26365	1
100	43232	4
100	25378	4
100	22006	3
100	35145	2
100	30101	1
100	73174	6
100	64426	2
100	40059	3
100	46687	4
100	35783	2
100	29239	1
100	30854	1
100	27907	2
100	52621	2
100	27564	1
100	23563	2
100	29156	2
100	19211	3
100	25463	4
100	40729	1
100	29217	2
100	90067	5
100	41353	2
100	20459	2
100	18229	4
100	32449	5
100	18409	3
100	15561	1
100	17430	3
100	17668	1
100	22172	1
100	15878	3
100	187417	1
100	22476	3
100	41518	7
100	23411	2
100	34568	3
100	25110	2
100	21847	2
100	26340	4
100	22860	1
100	18873	1
100	25329	6
100	15380	4
100	38792	1
100	57564	3
100	32646	3
100	34832	1
100	48277	3
100	43951	2
100	22120	1
100	21902	1
100	29254	1
100	19299	6
100	39446	2
100	57187	1
100	32239	2
100	44455	1
100	69407	5
100	133725	3
100	55522	6
100	32954	1
100	54991	1
100	42211	1
100	30644	3
100	36438	4
100	45674	5
100	26793	1
100	37332	1
100	42676	3
100	47155	1
100	49871	2
100	45845	2
100	53568	3
100	51358	4
100	20909	4
100	20848	1
100	24388	1
100	24584	3
100	19819	1
100	23214	2
100	25476	3
100	15904	3
100	25505	3
100	16216	1
100	19091	4
100	13821	2
100	17589	2
100	15779	3
100	25241	2
100	17045	1
100	20041	4
100	14833	3
100	15714	2
100	55225	4
100	28075	2
100	44181	3
100	42526	2
100	45906	1
100	47366	1
100	17567	1
100	24036	3
100	36917	9
100	29516	4
200	79199	3
200	50398	2
200	67185	2
200	53770	1
200	48777	2
200	45367	1
200	61708	3
200	91687	2
200	62286	3
200	56470	2
200	69684	1
200	64113	6
200	62380	4
200	90758	2
200	58155	4
200	70428	1
200	54330	1
200	76064	3
200	89707	5
200	84580	1
200	62577	3
200	42588	3
200	95556	7
200	80046	2
200	111685	2
200	59675	3
200	69546	1
200	60743	4
200	80403	5
200	94739	4
200	81100	5
200	49496	1
200	41428	4
200	40904	5
200	55458	4
200	59223	2
200	45602	6
200	47326	4
200	54279	2
200	44506	4
200	49885	1
200	61085	2
200	41386	2
200	42747	1
200	43665	1
200	46100	2
200	46429	2
200	47585	4
200	46469	6
200	39738	4
200	56271	2
200	65205	4
200	62147	4
200	96982	2
200	91483	3
200	79443	2
200	60609	2
200	65491	7
200	72466	11
200	62697	6
200	118639	1
200	62664	4
200	93307	2
200	63154	2
200	79985	2
200	74543	2
200	91333	2
200	77771	2
200	81118	2
200	92131	3
200	81451	2
200	64167	1
200	46359	1
200	49671	2
200	87112	2
200	67484	1
200	48555	2
200	43303	1
200	78518	2
200	56767	2
200	49541	1
200	72550	4
200	56229	6
200	54595	1
200	58900	5
200	49765	4
200	57730	2
200	55611	2
200	50648	1
200	58873	1
200	94657	4
200	81596	3
200	76640	1
200	49144	2
200	65670	4
200	85118	5
200	69814	7
200	89871	4
200	81002	2
200	90445	3
200	94377	2
200	75315	1
200	63154	1
200	91445	5
200	58508	6
200	82018	3
200	92255	1
200	74890	2
200	81427	2
200	68822	1
200	69838	1
200	91274	2
200	56346	4
200	62553	4
200	45845	3
200	51091	4
200	68724	4
200	108585	7
200	70049	1
200	64779	2
200	85995	2
200	97849	4
200	76691	3
200	101406	4
200	69685	3
200	93437	3
200	78788	3
200	105696	2
200	75132	1
200	72425	2
200	63411	1
200	53123	3
200	66498	5
200	71341	1
200	56929	3
200	57965	1
200	41853	5
200	85341	2
200	41884	2
200	53877	1
200	44647	6
200	35957	1
200	40572	4
200	51020	3
200	34971	1
200	50437	3
200	41021	5
200	38510	2
200	43975	3
200	42453	4
200	52856	3
200	69186	4
200	144013	1
200	60862	3
200	46403	8
200	45636	1
200	53336	3
200	57251	6
200	86128	2
200	62160	4
200	48696	5
200	66328	4
200	58509	1
200	60936	8
200	54563	2
200	81734	4
200	55223	5
200	56844	1
200	60563	6
200	74732	2
200	86312	2
200	59114	4
200	69787	2
200	57553	2
200	55056	1
200	57288	2
200	58301	2
200	71604	4
200	41779	2
200	115002	1
200	90641	3
200	61874	4
200	60075	4
200	82672	4
200	107925	2
200	79151	2
200	53323	3
200	58043	1
200	56723	4
200	71009	3
200	76806	1
200	98574	4
200	90458	4
200	107178	3
200	104465	4
200	103450	3
200	67565	5
200	60017	1
200	108405	2
200	97944	6
300	126548	4
300	151777	3
300	92385	3
300	124902	2
300	156475	7
300	140702	5
300	159247	5
300	122992	3
300	136867	7
300	118486	5
300	184512	4
300	119317	1
300	221817	4
300	156083	2
300	140418	5
300	116019	3
300	184613	5
300	226318	3
300	138262	4
300	116070	6
300	175795	1
300	83531	3
300	185909	7
300	201443	2
300	155543	2
300	98950	2
300	89678	3
300	107399	3
300	99720	2
300	413477	3
300	185573	2
300	223180	1
300	202734	1
300	141158	2
300	240578	1
300	146997	2
300	125736	4
300	194417	2
300	125099	5
300	147211	4
300	115396	2
300	76835	3
300	124710	2
300	181712	2
300	130702	2
300	108279	1
300	170783	2
300	117292	1
300	116718	4
300	100428	2
300	131678	1
300	141095	4
300	91311	5
300	157261	3
300	207882	5
300	125231	6
300	138122	6
300	84008	1
300	87944	2
300	101228	5
300	154454	3
300	130528	1
300	108842	3
300	137683	2
300	125011	3
300	147455	1
300	166462	4
300	150788	1
300	142452	3
